Timestamp,Percentage,Charging
1570599942514,37,False
1570599986243,37,False
1570600034357,37,False
1570600091003,37,False
1570600151321,37,False
1570600206106,37,False
1570600254184,37,False
1570600291253,37,False
1570600342476,37,False
1570600386651,36,False
1570600445529,36,False
1570600495069,36,False
1570600540356,36,False
1570600571495,36,False
1570600601599,36,False
1570600629667,36,False
1570600660668,36,False
1570600685943,36,False
1570600733997,36,False
1570600777616,36,False
1570600827767,36,False
1570600871479,36,False
1570600920310,36,False
1570600975367,36,False
1570601026463,36,False
1570601078632,36,False
1570601129333,36,False
1570601172041,36,False
1570601221651,36,False
1570601269960,36,False
1570601314217,36,False
1570601357536,36,False
1570601403085,36,False
1570601456239,36,False
1570601498371,36,False
1570601549477,36,False
1570601600277,36,False
1570601646478,36,False
1570601702951,36,False
1570601761076,36,False
1570601798810,36,False
1570601841240,36,False
1570601881787,36,False
1570601934869,36,False
1570601975390,36,False
1570602020353,36,False
1570602078862,36,False
1570602137549,36,False
1570602192563,36,False
1570602251039,36,False
1570602310848,36,False
1570602360950,36,False
1570602405110,36,False
1570602464901,36,False
1570602520320,36,False
1570602564563,36,False
1570602610633,36,False
1570602656778,36,False
1570602698207,36,False
1570602739940,36,False
1570602778273,36,False
1570602844493,36,False
1570602904349,36,False
1570602968310,36,False
1570603026842,36,False
1570603081008,36,False
1570603115646,36,False
1570603151148,36,False
1570603203890,36,False
1570603259469,36,False
1570603314120,36,False
1570603358416,36,False
1570603408363,36,False
1570603445787,36,False
1570603505363,36,False
1570603554801,36,False
1570603604464,36,False
1570603658952,36,False
1570603708902,36,False
1570603746579,36,False
1570603798525,36,False
1570603845624,36,False
1570603893993,36,False
1570603939222,36,False
1570603988904,36,False
1570604038199,36,False
1570604092663,36,False
1570604131883,36,False
1570604180836,36,False
1570604230980,36,False
1570604280183,35,False
1570604328794,35,False
1570604385815,35,False
1570604438733,35,False
1570604489450,35,False
1570604533351,35,False
1570604582627,35,False
1570604632163,35,False
1570604671762,35,False
1570604715914,35,False
1570604768734,35,False
1570604818925,35,False
1570604868637,35,False
1570604921137,35,False
1570604966526,35,False
1570605022057,35,False
1570605066482,35,False
1570605111827,35,False
1570605164892,35,False
1570605214791,35,False
1570605258817,35,False
1570605314019,35,False
1570605362476,35,False
1570605413793,35,False
1570605465252,35,False
1570605527124,35,False
1570605575626,35,False
1570605605702,35,False
1570605651501,35,False
1570605712115,35,False
1570605766650,35,False
1570605817545,35,False
1570605870354,35,False
1570605925537,35,False
1570605965097,35,False
1570606009045,35,False
1570606051447,35,False
1570606105426,35,False
1570606150371,35,False
1570606214825,35,False
1570606276356,35,False
1570606313923,35,False
1570606368780,35,False
1570606406979,35,False
1570606462224,35,False
1570606507820,35,False
1570606555698,35,False
1570606615974,35,False
1570606660294,35,False
1570606705320,35,False
1570606746340,35,False
1570606775540,35,False
1570606803840,35,False
1570606832031,35,False
1570606862225,35,False
1570606892146,35,False
1570606921784,35,False
1570606951941,35,False
1570606980184,35,False
1570607008366,35,False
1570607040627,35,False
1570607067615,35,False
1570607096024,35,False
1570607126293,35,False
1570607156543,35,False
1570607186942,35,False
1570607212972,35,False
1570607243077,35,False
1570607272438,35,False
1570607300670,35,False
1570607329870,35,False
1570607360182,35,False
1570607389088,35,False
1570607416683,35,False
1570607446625,35,False
1570607476691,35,False
1570607504395,35,False
1570607530835,35,False
1570607561825,35,False
1570607591996,35,False
1570607620091,35,False
1570607648138,35,False
1570607678217,35,False
1570607708277,35,False
1570607736189,35,False
1570607764290,34,False
1570607793656,34,False
1570607821872,34,False
1570607850035,34,False
1570607879308,34,False
1570607907766,34,False
1570607937856,34,False
1570607962945,34,False
1570607991963,34,False
1570608021348,34,False
1570608050129,34,False
1570608078771,34,False
1570608111048,34,False
1570608139213,34,False
1570608166474,34,False
1570608195460,34,False
1570608225526,34,False
1570608253102,34,False
1570608281679,34,False
1570608312531,34,False
1570608340790,34,False
1570608369020,34,False
1570608398942,34,False
1570608429025,34,False
1570608459100,34,False
1570608490007,34,False
1570608515293,34,False
1570608545464,34,False
1570608574374,34,False
1570608602453,34,False
1570608636133,34,False
1570608692153,34,False
1570608742328,34,False
1570608786593,34,False
1570608829226,34,False
1570608882081,34,False
1570608933202,34,False
1570608984636,34,False
1570609037240,34,False
1570609102872,34,False
1570609152129,34,False
1570609201829,34,False
1570609261405,34,False
1570609305875,34,False
1570609360236,34,False
1570609415869,34,False
1570609468811,34,False
1570609514074,34,False
1570609558003,34,False
1570609601552,34,False
1570609653784,34,False
1570609698329,34,False
1570609754579,34,False
1570609803475,34,False
1570609851964,34,False
1570609900184,34,False
1570609955382,34,False
1570610004414,34,False
1570610048534,34,False
1570610087565,34,False
1570610138777,34,False
1570610179409,34,False
1570610223449,34,False
1570610272656,34,False
1570610316827,34,False
1570610349396,34,False
1570610398664,34,False
1570610442211,34,False
1570610475768,34,False
1570610521655,34,False
1570610573567,34,False
1570610633486,34,False
1570610690400,34,False
1570610748646,34,False
1570610797460,34,False
1570610842420,34,False
1570610895092,34,False
1570610945894,34,False
1570610998954,34,False
1570611041562,34,False
1570611096540,34,False
1570611158554,34,False
1570611210991,34,False
1570611260811,34,False
1570611326915,34,False
1570611376399,34,False
1570611414903,34,False
1570611473275,34,False
1570611525095,34,False
1570611584882,34,False
1570611622815,34,False
1570611664417,34,False
1570611704804,34,False
1570611753383,34,False
1570611791511,34,False
1570611846772,34,False
1570611907207,34,False
1570611951440,34,False
1570611988004,34,False
1570612046625,34,False
1570612105104,34,False
1570612163967,34,False
1570612213245,34,False
1570612262449,34,False
1570612310874,34,False
1570612355168,34,False
1570612412230,34,False
1570612471119,34,False
1570612537275,34,False
1570612592472,34,False
1570612639859,34,False
1570612691128,34,False
1570612750338,34,False
1570612795158,34,False
1570612833940,33,False
1570612877382,33,False
1570612932913,33,False
1570612991038,33,False
1570613041016,33,False
1570613088228,33,False
1570613141284,33,False
1570613191930,33,False
1570613246580,33,False
1570613295637,33,False
1570613339069,33,False
1570613389134,33,False
1570613442203,33,False
1570613493769,33,False
1570613541835,33,False
1570613590672,33,False
1570613655169,33,False
1570613700760,33,False
1570613757955,33,False
1570613810435,33,False
1570613860642,33,False
1570613919665,33,False
1570613956981,33,False
1570614011937,33,False
1570614067146,33,False
1570614122354,33,False
1570614182647,33,False
1570614226670,33,False
1570614279601,33,False
1570614336805,33,False
1570614382468,33,False
1570614441300,33,False
1570614478988,33,False
1570614518299,33,False
1570614559284,33,False
1570614604732,33,False
1570614660281,33,False
1570614704072,33,False
1570614747817,33,False
1570614801619,33,False
1570614861520,33,False
1570614904929,33,False
1570614961198,33,False
1570614995806,33,False
1570615053458,33,False
1570615107141,33,False
1570615157049,33,False
1570615200276,33,False
1570615244744,33,False
1570615287440,33,False
1570615345633,33,False
1570615393891,33,False
1570615442855,33,False
1570615499861,33,False
1570615564167,33,False
1570615608470,33,False
1570615661223,33,False
1570615712633,33,False
1570615770980,33,False
1570615815320,33,False
1570615865992,33,False
1570615920822,33,False
1570615969066,33,False
1570616013491,33,False
1570616056156,33,False
1570616107621,33,False
1570616161569,33,False
1570616210113,33,False
1570616261980,33,False
1570616311209,33,False
1570616356634,33,False
1570616404003,33,False
1570616457791,33,False
1570616502503,33,False
1570616554549,33,False
1570616609532,33,False
1570616664566,33,False
1570616716945,33,False
1570616760229,33,False
1570616818263,33,False
1570616876917,33,False
1570616928515,33,False
1570616973664,33,False
1570617013397,33,False
1570617068165,33,False
1570617120136,33,False
1570617164605,33,False
1570617216487,33,False
1570617266073,33,False
1570617319331,33,False
1570617359536,33,False
1570617413890,33,False
1570617451097,33,False
1570617501658,33,False
1570617545896,33,False
1570617583890,33,False
1570617627919,33,False
1570617684673,32,False
1570617743538,32,False
1570617794369,32,False
1570617845825,32,False
1570617905492,32,False
1570617949914,32,False
1570618007416,32,False
1570618064882,32,False
1570618125546,32,False
1570618184417,32,False
1570618234947,32,False
1570618285845,32,False
1570618344713,32,False
1570618396233,32,False
1570618448103,32,False
1570618506521,32,False
1570618554152,32,False
1570618602828,32,False
1570618654905,32,False
1570618707889,32,False
1570618751238,32,False
1570618801124,32,False
1570618853594,32,False
1570618904876,32,False
1570618960041,32,False
1570619015651,32,False
1570619075435,32,False
1570619111258,32,False
1570619150103,32,False
1570619200824,32,False
1570619251035,32,False
1570619300648,32,False
1570619337847,32,False
1570619384014,32,False
1570619436874,32,False
1570619472530,32,False
1570619517661,32,False
1570619560663,32,False
1570619605563,32,False
1570619660402,32,False
1570619715133,32,False
1570619774140,32,False
1570619820760,32,False
1570619862376,32,False
1570619927421,32,False
1570619972318,32,False
1570620029851,32,False
1570620090291,32,False
1570620133301,32,False
1570620183957,32,False
1570620226169,32,False
1570620269651,32,False
1570620324544,32,False
1570620381917,32,False
1570620423968,32,False
1570620477973,32,False
1570620529232,32,False
1570620584186,32,False
1570620633204,32,False
1570620667529,32,False
1570620714890,32,False
1570620765208,32,False
1570620820130,32,False
1570620880651,32,False
1570620926358,32,False
1570620974009,32,False
1570621020404,32,False
1570621073156,32,False
1570621133038,32,False
1570621197459,32,False
1570621253975,32,False
1570621297660,32,False
1570621350658,32,False
1570621413195,32,False
1570621475263,32,False
1570621527972,32,False
1570621589018,32,False
1570621649452,32,False
1570621688502,32,False
1570621732141,32,False
1570621783612,32,False
1570621835421,32,False
1570621893557,32,False
1570621946045,32,False
1570621998827,32,False
1570622051663,32,False
1570622106719,32,False
1570622165927,32,False
1570622209693,32,False
1570622263551,32,False
1570622318398,32,False
1570622368461,32,False
1570622427062,32,False
1570622470742,32,False
1570622520809,32,False
1570622551660,32,False
1570622607510,32,False
1570622667125,32,False
1570622719793,32,False
1570622771101,32,False
1570622820261,32,False
1570622870082,32,False
1570622925324,32,False
1570622975063,32,False
1570623029035,32,False
1570623072353,31,False
1570623117064,31,False
1570623167678,31,False
1570623204476,31,False
1570623248555,31,False
1570623299017,31,False
1570623348216,31,False
1570623401226,31,False
1570623457810,31,False
1570623510887,31,False
1570623568151,31,False
1570623613676,31,False
1570623672420,31,False
1570623721966,31,False
1570623774853,31,False
1570623826191,31,False
1570623879158,31,False
1570623943680,31,False
1570624002116,31,False
1570624060876,31,False
1570624110279,31,False
1570624147516,31,False
1570624197463,31,False
1570624257575,31,False
1570624306664,31,False
1570624356035,31,False
1570624404978,31,False
1570624466074,31,False
1570624528074,31,False
1570624587072,31,False
1570624630373,31,False
1570624681271,31,False
1570624729344,31,False
1570624776940,31,False
1570624828580,31,False
1570624872727,31,False
1570624931908,31,False
1570624991660,31,False
1570625047288,31,False
1570625099339,31,False
1570625127134,31,False
1570625156066,31,False
1570625186147,31,False
1570625212869,31,False
1570625243168,31,False
1570625273396,31,False
1570625302615,31,False
1570625330828,31,False
1570625359650,31,False
1570625389294,31,False
1570625417815,31,False
1570625446741,31,False
1570625477017,31,False
1570625505233,31,False
1570625535247,31,False
1570625565356,31,False
1570625593404,31,False
1570625623118,31,False
1570625646487,31,False
1570625676686,31,False
1570625705757,31,False
1570625737138,31,False
1570625762437,31,False
1570625792667,31,False
1570625822165,31,False
1570625850056,31,False
1570625877177,31,False
1570625908360,31,False
1570625935429,31,False
1570625963842,31,False
1570625994131,31,False
1570626024445,31,False
1570626054653,31,False
1570626081935,31,False
1570626110941,31,False
1570626140235,31,False
1570626169112,31,False
1570626195595,31,False
1570626225875,31,False
1570626256151,31,False
1570626286338,31,False
1570626316516,31,False
1570626346586,31,False
1570626374067,31,False
1570626400728,31,False
1570626431504,30,False
1570626461778,30,False
1570626492053,30,False
1570626518179,30,False
1570626548386,30,False
1570626578344,30,False
1570626608861,30,False
1570626636125,30,False
1570626665517,30,False
1570626693615,30,False
1570626721721,30,False
1570626746928,30,False
1570626777087,30,False
1570626805891,30,False
1570626835548,30,False
1570626862054,30,False
1570626890949,30,False
1570626939865,30,False
1570626983864,30,False
1570627033152,30,False
1570627095201,30,False
1570627154002,30,False
1570627208920,30,False
1570627258109,30,False
1570627313360,30,False
1570627368385,30,False
1570627428606,30,False
1570627478900,30,False
1570627530440,30,False
1570627588368,30,False
1570627637187,30,False
1570627691709,30,False
1570627742281,30,False
1570627793004,30,False
1570627845628,30,False
1570627889845,30,False
1570627934022,30,False
1570627980326,30,False
1570628015142,30,False
1570628065315,30,False
1570628114870,30,False
1570628169560,30,False
1570628220495,30,False
1570628273550,30,False
1570628323602,30,False
1570628381560,30,False
1570628444027,30,False
1570628504381,30,False
1570628558690,30,False
1570628616846,30,False
1570628658036,30,False
1570628702219,30,False
1570628746031,30,False
1570628800096,30,False
1570628851582,30,False
1570628904260,30,False
1570628968874,30,False
1570629034848,30,False
1570629091901,30,False
1570629152330,30,False
1570629218466,30,False
1570629272528,30,False
1570629320589,30,False
1570629377826,30,False
1570629422080,30,False
1570629474299,30,False
1570629518608,30,False
1570629558394,30,False
1570629613737,30,False
1570629650631,30,False
1570629708346,30,False
1570629761554,30,False
1570629804258,30,False
1570629855664,30,False
1570629915518,30,False
1570629965622,30,False
1570630023833,30,False
1570630075274,30,False
1570629915518,30,False
1570629980054,30,False
1570630038494,30,False
1570630097135,30,False
1570629855664,30,False
1570629915518,30,False
1570629976599,30,False
1570630038494,30,False
1570630097135,30,False
1570629888642,30,False
1570629948986,30,False
1570629855664,30,False
1570629888642,30,False
1570630064272,30,False
1570630097135,30,False
1570629972684,30,False
1570630009583,30,False
1570630064313,30,False
1570630118540,30,False
1570629888642,30,False
1570629948986,30,False
1570630009583,30,False
1570630064313,30,False
1570630118540,30,False
1570629888642,30,False
1570629948986,30,False
1570630009583,30,False
1570630064313,30,False
1570630118540,30,False
1570630162207,30,False
1570630211187,30,False
1570630260476,30,False
1570630315802,30,False
1570630352433,30,False
1570630396265,30,False
1570630452348,30,False
1570630506289,30,False
1570630557257,30,False
1570630599325,30,False
1570630649371,30,False
1570630697776,30,False
1570630763365,30,False
1570630821415,30,False
1570630880608,30,False
1570630940162,30,False
1570630990623,30,False
1570631048536,30,False
1570631100263,29,False
1570631146521,29,False
1570631201718,29,False
1570631260107,29,False
1570631308960,29,False
1570631368778,29,False
1570631422270,29,False
1570631466242,29,False
1570631511346,29,False
1570631559525,29,False
1570631604636,29,False
1570631659715,29,False
1570631699760,29,False
1570631741573,29,False
1570631790768,29,False
1570631839332,29,False
1570631883424,29,False
1570631917850,29,False
1570631960641,29,False
1570632015496,29,False
1570632064617,29,False
1570632109114,29,False
1570632162110,29,False
1570632219039,29,False
1570632265029,29,False
1570632301678,29,False
1570632337960,29,False
1570632386345,29,False
1570632433516,29,False
1570632492098,29,False
1570632550191,29,False
1570632605917,29,False
1570632653946,29,False
1570632698434,29,False
1570632749075,29,False
1570632797745,29,False
1570632844302,29,False
1570632902250,29,False
1570632946518,29,False
1570632992250,29,False
1570633034268,29,False
1570633087212,29,False
1570633151767,29,False
1570633201978,29,False
1570633247109,29,False
1570633305399,29,False
1570633360696,29,False
1570633416069,29,False
1570633475289,29,False
1570633525543,29,False
1570633586113,29,False
1570633645443,29,False
1570633711533,29,False
1570633761402,29,False
1570633821287,29,False
1570633872062,29,False
1570633931358,29,False
1570633969987,29,False
1570634018034,29,False
1570634065589,29,False
1570634112032,29,False
1570634152931,29,False
1570634205107,29,False
1570634266559,29,False
1570634321945,29,False
1570634365304,29,False
1570634425774,29,False
1570634457611,29,False
1570634523897,29,False
1570634584611,29,False
1570634639103,29,False
1570634696108,29,False
1570634755062,28,False
1570634813848,28,False
1570634876506,28,False
1570634938628,28,False
1570634990999,28,False
1570635046986,28,False
1570635091117,28,False
1570635145050,28,False
1570635189494,28,False
1570635240006,28,False
1570635283458,28,False
1570635332736,28,False
1570635376781,28,False
1570635417248,28,False
1570635468341,28,False
1570635526386,28,False
1570635591102,28,False
1570635645907,28,False
1570635703497,28,False
1570635747628,28,False
1570635806552,28,False
1570635856542,28,False
1570635903838,28,False
1570635938079,28,False
1570635987302,28,False
1570636033202,28,False
1570636081207,28,False
1570636136443,28,False
1570636196514,28,False
1570636261104,28,False
1570636323815,28,False
1570636384255,28,False
1570636434060,28,False
1570636473723,28,False
1570636520757,28,False
1570636568813,28,False
1570636617967,28,False
1570636679098,28,False
1570636738334,28,False
1570636789328,28,False
1570636842023,28,False
1570636900493,28,False
1570636962980,28,False
1570637023428,28,False
1570637067105,28,False
1570637121479,28,False
1570637177282,28,False
1570637231850,28,False
1570637289597,28,False
1570637348156,28,False
1570637385842,28,False
1570637430197,28,False
1570637473536,28,False
1570637519486,28,False
1570637568608,28,False
1570637619388,28,False
1570637662525,28,False
1570637721086,28,False
1570637787862,28,False
1570637846232,28,False
1570637904683,28,False
1570637969168,28,False
1570638029805,28,False
1570638083964,28,False
1570638139580,28,False
1570638198685,28,False
1570638249168,28,False
1570638300321,28,False
1570638352646,28,False
1570638396705,28,False
1570638451526,28,False
1570638512407,28,False
1570638573001,28,False
1570638615760,28,False
1570638665524,28,False
1570638719211,28,False
1570638769081,28,False
1570638816512,28,False
1570638868162,28,False
1570638922972,28,False
1570638978001,28,False
1570639030258,28,False
1570639087408,28,False
1570639146604,28,False
1570639195285,28,False
1570639255730,28,False
1570639299349,28,False
1570639359423,28,False
1570639403814,28,False
1570639454285,28,False
